User_ID,First_Name,Last_Name,Name,Paid_User,Churn,Segment
40,Thomas,Wilson,Thomas Wilson,1,0,Power User
41,Andre,Durand,Andre Durand,0,0,New User
42,Noah,Roberts,Noah Roberts,0,0,New User
43,Klaus,Schneider,Klaus Schneider,1,0,Power User
44,Andre,Richard,Andre Richard,0,0,New User
45,Pierre,Martin,Pierre Martin,0,0,New User
46,Gunter,Wagner,Gunter Wagner,0,0,New User
47,John,Johnson,John Johnson,0,0,New User
48,Jacob,Williams,Jacob Williams,0,0,New User
49,Luc,Petit,Luc Petit,0,0,New User
50,Thomas,Williams,Thomas Williams,1,1,Lapsed User
51,Richard,Jones,Richard Jones,0,0,New User
52,Jacob,Thomas,Jacob Thomas,1,0,Power User
53,Henri,Martin,Henri Martin,0,1,Lapsed User
54,Peter,Becker,Peter Becker,1,0,Power User
55,Heinz,Schmidt,Heinz Schmidt,0,0,New User
56,Heinz,Schulz,Heinz Schulz,1,0,Power User
57,Jacob,Brown,Jacob Brown,1,0,Power User
58,Pierre,Bernard,Pierre Bernard,0,0,New User
59,Andre,Leroy,Andre Leroy,0,0,New User
60,Richard,Smith,Richard Smith,1,1,Lapsed User
61,Michel,Robert,Michel Robert,0,0,New User
62,Harry,Davies,Harry Davies,0,1,Lapsed User
63,Wolfgang,Schneider,Wolfgang Schneider,0,0,New User
64,Michael,Wilson,Michael Wilson,1,0,Power User
65,James,Miller,James Miller,0,0,New User
66,Andre,Leroy,Andre Leroy,0,0,New User
67,Charlie,Davies,Charlie Davies,0,0,New User
68,Pierre,Bernard,Pierre Bernard,0,0,New User
69,Charles,Johnson,Charles Johnson,1,0,Power User
70,Jacob,Williams,Jacob Williams,0,0,New User
71,Henri,Leroy,Henri Leroy,0,0,New User
72,Oliver,Brown,Oliver Brown,1,0,Power User
73,Noah,Williams,Noah Williams,1,0,Power User
74,Michel,Richard,Michel Richard,0,1,Lapsed User
75,Oscar,Jones,Oscar Jones,0,0,New User
76,William,Miller,William Miller,1,0,Power User
77,Werner,Becker,Werner Becker,1,0,Power User
78,Luc,Moreau,Luc Moreau,0,0,New User
79,Charlie,Williams,Charlie Williams,0,0,New User
80,William,Davis,William Davis,1,1,Lapsed User
81,Jacob,Roberts,Jacob Roberts,1,0,Power User
82,Jack,Williams,Jack Williams,1,0,Power User
83,Pierre,Petit,Pierre Petit,1,0,Power User
84,Henri,Leroy,Henri Leroy,1,0,Power User
85,Michael,Johnson,Michael Johnson,1,0,Power User
86,George,Jones,George Jones,0,0,New User
87,Oscar,Thomas,Oscar Thomas,1,0,Power User
88,Uwe,Wagner,Uwe Wagner,0,0,New User
89,Fritz,Muller,Fritz Muller,1,0,Power User
90,Thomas,Jones,Thomas Jones,0,0,New User
91,Noah,Davies,Noah Davies,1,0,Power User
92,Fritz,Wagner,Fritz Wagner,0,0,New User
93,James,Miller,James Miller,1,0,Power User
94,James,Williams,James Williams,0,0,New User
95,Jacques,Martin,Jacques Martin,0,0,New User
96,Andre,Robert,Andre Robert,0,0,New User
97,Thomas,Davies,Thomas Davies,0,0,New User
98,Jack,Wilson,Jack Wilson,1,0,Power User
99,John,Wilson,John Wilson,1,0,Power User
100,Philippe,Leroy,Philippe Leroy,0,0,New User
101,Noah,Evans,Noah Evans,0,0,New User
102,Harry,Thomas,Harry Thomas,0,0,New User
103,Noah,Thomas,Noah Thomas,1,0,Power User
104,Gunter,Schneider,Gunter Schneider,1,0,Power User
105,James,Williams,James Williams,0,0,New User
106,Peter,Meyer,Peter Meyer,0,0,New User
107,Heinz,Wagner,Heinz Wagner,1,0,Power User
108,Peter,Weber,Peter Weber,1,0,Power User
109,William,Williams,William Williams,1,0,Power User
110,Charlie,Brown,Charlie Brown,0,0,New User
111,Alain,Richard,Alain Richard,1,0,Power User
112,Joseph,Davis,Joseph Davis,0,0,New User
113,Alain,Thomas,Alain Thomas,0,1,Lapsed User
114,James,Wilson,James Wilson,0,0,New User
115,Joseph,Smith,Joseph Smith,1,1,Lapsed User
116,Andre,Richard,Andre Richard,0,0,New User
117,Werner,Wagner,Werner Wagner,0,0,New User
118,Jacques,Durand,Jacques Durand,0,1,Lapsed User
119,John,Williams,John Williams,0,0,New User
120,Heinz,Becker,Heinz Becker,1,0,Power User
121,Henri,Richard,Henri Richard,0,0,New User
122,Thomas,Jones,Thomas Jones,0,0,New User
123,Philippe,Leroy,Philippe Leroy,1,0,Power User
124,Pierre,Dubois,Pierre Dubois,0,0,New User
125,Andre,Petit,Andre Petit,1,1,Lapsed User
126,Thomas,Taylor,Thomas Taylor,1,0,Power User
127,Oliver,Brown,Oliver Brown,0,0,New User
128,Alain,Thomas,Alain Thomas,1,0,Power User
129,Hans,Schulz,Hans Schulz,1,0,Power User
130,Andre,Leroy,Andre Leroy,0,0,New User
131,Jacques,Moreau,Jacques Moreau,0,0,New User
132,Jack,Wilson,Jack Wilson,0,0,New User
133,Thomas,Wilson,Thomas Wilson,1,0,Power User
134,Muhammad,Evans,Muhammad Evans,1,0,Power User
135,Wolfgang,Weber,Wolfgang Weber,0,0,New User
136,Klaus,Schneider,Klaus Schneider,1,0,Power User
137,William,Johnson,William Johnson,0,0,New User
138,David,Wilson,David Wilson,1,0,Power User
139,Oliver,Thomas,Oliver Thomas,1,0,Power User
140,Oliver,Jones,Oliver Jones,1,0,Power User
141,Jack,Wilson,Jack Wilson,0,1,Lapsed User
142,Klaus,Schulz,Klaus Schulz,0,0,New User
143,Michael,Wilson,Michael Wilson,0,1,Lapsed User
144,Jacques,Richard,Jacques Richard,0,0,New User
145,David,Taylor,David Taylor,1,0,Power User
146,Noah,Wilson,Noah Wilson,0,1,Lapsed User
147,Heinz,Schulz,Heinz Schulz,0,0,New User
148,Joseph,Taylor,Joseph Taylor,0,0,New User
149,Werner,Fischer,Werner Fischer,0,0,New User
150,Jack,Brown,Jack Brown,0,0,New User
151,Joseph,Wilson,Joseph Wilson,1,0,Power User
152,Michel,Petit,Michel Petit,1,0,Power User
153,Oscar,Taylor,Oscar Taylor,0,0,New User
154,Henri,Petit,Henri Petit,0,0,New User
155,John,Brown,John Brown,0,0,New User
156,Uwe,Meyer,Uwe Meyer,0,0,New User
157,Michel,Bernard,Michel Bernard,0,0,New User
158,Francois,Dubois,Francois Dubois,0,1,Lapsed User
159,Hans,Becker,Hans Becker,1,1,Lapsed User
160,Jacob,Roberts,Jacob Roberts,0,0,New User
161,Werner,Becker,Werner Becker,0,1,Lapsed User
162,Jack,Smith,Jack Smith,0,1,Lapsed User
163,Jacques,Bernard,Jacques Bernard,1,0,Power User
164,George,Williams,George Williams,1,0,Power User
165,Philippe,Moreau,Philippe Moreau,0,0,New User
166,Alain,Thomas,Alain Thomas,0,1,Lapsed User
167,Fritz,Schulz,Fritz Schulz,0,0,New User
168,Hans,Schmidt,Hans Schmidt,1,0,Power User
169,Michel,Petit,Michel Petit,0,1,Lapsed User
170,Michel,Leroy,Michel Leroy,0,0,New User
171,Charles,Davis,Charles Davis,0,0,New User
172,Francois,Moreau,Francois Moreau,0,0,New User
173,Hans,Fischer,Hans Fischer,0,0,New User
174,John,Davis,John Davis,1,0,Power User
175,Gunter,Muller,Gunter Muller,1,0,Power User
176,Charlie,Taylor,Charlie Taylor,1,0,Power User
177,David,Wilson,David Wilson,1,0,Power User
178,Peter,Weber,Peter Weber,0,0,New User
179,Philippe,Moreau,Philippe Moreau,1,0,Power User
180,Werner,Meyer,Werner Meyer,1,0,Power User
181,Harry,Smith,Harry Smith,0,1,Lapsed User
182,Joseph,Jones,Joseph Jones,1,0,Power User
183,Luc,Robert,Luc Robert,1,0,Power User
184,James,Moore,James Moore,0,1,Lapsed User
185,Noah,Taylor,Noah Taylor,0,0,New User
186,Alain,Durand,Alain Durand,0,0,New User
187,Jean,Leroy,Jean Leroy,1,0,Power User
188,Michel,Petit,Michel Petit,0,0,New User
189,Werner,Schneider,Werner Schneider,0,1,Lapsed User
190,Gunter,Wagner,Gunter Wagner,1,0,Power User
191,Andre,Thomas,Andre Thomas,1,0,Power User
192,Peter,Becker,Peter Becker,0,0,New User
193,Alain,Leroy,Alain Leroy,1,1,Lapsed User
194,Klaus,Schneider,Klaus Schneider,1,0,Power User
195,Robert,Taylor,Robert Taylor,0,1,Lapsed User
196,Oscar,Thomas,Oscar Thomas,1,0,Power User
197,Pierre,Leroy,Pierre Leroy,0,0,New User
198,Oscar,Williams,Oscar Williams,1,0,Power User
199,Henri,Durand,Henri Durand,0,0,New User
200,Luc,Leroy,Luc Leroy,0,0,New User
201,Alain,Thomas,Alain Thomas,0,0,New User
202,Charlie,Smith,Charlie Smith,0,0,New User
203,Henri,Durand,Henri Durand,0,1,Lapsed User
204,Fritz,Becker,Fritz Becker,0,0,New User
205,Joseph,Miller,Joseph Miller,1,1,Lapsed User
206,Jean,Dubois,Jean Dubois,0,0,New User
207,Uwe,Fischer,Uwe Fischer,0,0,New User
208,Hans,Becker,Hans Becker,0,0,New User
209,Richard,Wilson,Richard Wilson,1,0,Power User
210,James,Wilson,James Wilson,0,0,New User
211,George,Williams,George Williams,0,1,Lapsed User
212,David,Moore,David Moore,0,0,New User
213,Peter,Hoffmann,Peter Hoffmann,1,0,Power User
214,Hans,Muller,Hans Muller,0,0,New User
215,Thomas,Jones,Thomas Jones,1,0,Power User
216,Werner,Schmidt,Werner Schmidt,1,0,Power User
217,Oscar,Smith,Oscar Smith,0,0,New User
218,Muhammad,Roberts,Muhammad Roberts,0,0,New User
219,Harry,Taylor,Harry Taylor,0,0,New User
220,Hans,Muller,Hans Muller,1,0,Power User
221,Luc,Petit,Luc Petit,1,1,Lapsed User
222,Jurgen,Becker,Jurgen Becker,0,0,New User
223,Michel,Leroy,Michel Leroy,0,0,New User
224,Muhammad,Thomas,Muhammad Thomas,0,0,New User
225,Gunter,Becker,Gunter Becker,1,1,Lapsed User
226,Fritz,Hoffmann,Fritz Hoffmann,0,1,Lapsed User
227,Jacob,Taylor,Jacob Taylor,0,0,New User
228,Oscar,Wilson,Oscar Wilson,0,0,New User
229,Luc,Bernard,Luc Bernard,0,0,New User
230,Philippe,Leroy,Philippe Leroy,0,1,Lapsed User
231,Jacques,Moreau,Jacques Moreau,1,0,Power User
232,David,Taylor,David Taylor,1,0,Power User
233,Wolfgang,Meyer,Wolfgang Meyer,0,0,New User
234,Hans,Muller,Hans Muller,1,0,Power User
235,William,Brown,William Brown,0,0,New User
236,Oliver,Davies,Oliver Davies,1,0,Power User
237,David,Williams,David Williams,0,0,New User
238,Henri,Richard,Henri Richard,0,1,Lapsed User
239,Peter,Schulz,Peter Schulz,0,0,New User
240,Andre,Durand,Andre Durand,0,0,New User
241,Jean,Martin,Jean Martin,1,0,Power User
242,Muhammad,Wilson,Muhammad Wilson,1,0,Power User
243,John,Johnson,John Johnson,0,0,New User
244,Jacques,Thomas,Jacques Thomas,1,0,Power User
245,George,Smith,George Smith,0,0,New User
246,Michel,Petit,Michel Petit,0,1,Lapsed User
247,Werner,Fischer,Werner Fischer,0,0,New User
248,Oliver,Thomas,Oliver Thomas,0,0,New User
249,David,Johnson,David Johnson,0,1,Lapsed User
250,Michael,Brown,Michael Brown,1,0,Power User
251,Uwe,Weber,Uwe Weber,0,0,New User
252,John,Davis,John Davis,1,0,Power User
253,Jacques,Richard,Jacques Richard,0,0,New User
254,Robert,Taylor,Robert Taylor,1,0,Power User
255,Henri,Bernard,Henri Bernard,0,0,New User
256,Jean,Robert,Jean Robert,1,0,Power User
257,Jean,Leroy,Jean Leroy,0,0,New User
258,Klaus,Meyer,Klaus Meyer,1,0,Power User
259,Noah,Wilson,Noah Wilson,0,0,New User
260,Werner,Schneider,Werner Schneider,0,0,New User
261,Jacques,Dubois,Jacques Dubois,0,1,Lapsed User
262,Wolfgang,Schneider,Wolfgang Schneider,1,0,Power User
263,Uwe,Meyer,Uwe Meyer,0,0,New User
264,Joseph,Johnson,Joseph Johnson,0,1,Lapsed User
265,Michel,Durand,Michel Durand,0,1,Lapsed User
266,Francois,Richard,Francois Richard,0,0,New User
267,Heinz,Schulz,Heinz Schulz,1,0,Power User
268,Philippe,Durand,Philippe Durand,0,0,New User
269,Charles,Taylor,Charles Taylor,0,0,New User
270,Andre,Robert,Andre Robert,1,0,Power User
271,Luc,Thomas,Luc Thomas,0,0,New User
272,Michel,Leroy,Michel Leroy,0,0,New User
273,Klaus,Muller,Klaus Muller,0,0,New User
274,Gunter,Becker,Gunter Becker,0,0,New User
275,Muhammad,Smith,Muhammad Smith,0,0,New User
276,Fritz,Muller,Fritz Muller,0,0,New User
277,Philippe,Dubois,Philippe Dubois,0,0,New User
278,George,Thomas,George Thomas,1,0,Power User
279,Klaus,Schulz,Klaus Schulz,0,0,New User
280,Peter,Meyer,Peter Meyer,1,0,Power User
281,John,Williams,John Williams,1,0,Power User
282,Jacob,Roberts,Jacob Roberts,1,0,Power User
283,Luc,Durand,Luc Durand,1,0,Power User
284,Hans,Fischer,Hans Fischer,1,0,Power User
285,Jurgen,Becker,Jurgen Becker,1,0,Power User
286,Hans,Hoffmann,Hans Hoffmann,0,0,New User
287,Francois,Martin,Francois Martin,1,0,Power User
288,Michel,Dubois,Michel Dubois,0,0,New User
289,Joseph,Miller,Joseph Miller,1,0,Power User
290,Gunter,Fischer,Gunter Fischer,0,1,Lapsed User
291,Alain,Martin,Alain Martin,1,0,Power User
292,Oliver,Evans,Oliver Evans,1,0,Power User
293,Andre,Durand,Andre Durand,1,0,Power User
294,Gunter,Hoffmann,Gunter Hoffmann,0,0,New User
295,Henri,Richard,Henri Richard,0,0,New User
296,Pierre,Moreau,Pierre Moreau,0,0,New User
297,Francois,Richard,Francois Richard,1,0,Power User
298,David,Wilson,David Wilson,0,0,New User
299,Luc,Durand,Luc Durand,0,0,New User
300,Joseph,Wilson,Joseph Wilson,1,0,Power User
301,David,Johnson,David Johnson,0,0,New User
302,Jacques,Dubois,Jacques Dubois,0,0,New User
303,Klaus,Schmidt,Klaus Schmidt,1,0,Power User
304,Charlie,Thomas,Charlie Thomas,0,0,New User
305,Uwe,Schmidt,Uwe Schmidt,0,1,Lapsed User
306,Jacques,Petit,Jacques Petit,0,0,New User
307,George,Brown,George Brown,1,0,Power User
308,Charlie,Davies,Charlie Davies,0,0,New User
309,James,Brown,James Brown,0,0,New User
310,Noah,Evans,Noah Evans,0,1,Lapsed User
311,Jacob,Williams,Jacob Williams,0,0,New User
312,Oscar,Thomas,Oscar Thomas,0,1,Lapsed User
313,Oliver,Wilson,Oliver Wilson,1,0,Power User
314,Jean,Bernard,Jean Bernard,1,0,Power User
315,Francois,Richard,Francois Richard,0,0,New User
316,Pierre,Robert,Pierre Robert,1,0,Power User
317,Henri,Dubois,Henri Dubois,0,0,New User
318,Jurgen,Meyer,Jurgen Meyer,1,0,Power User
319,Noah,Thomas,Noah Thomas,1,0,Power User
320,Wolfgang,Schneider,Wolfgang Schneider,0,0,New User
321,Henri,Robert,Henri Robert,1,0,Power User
322,Peter,Muller,Peter Muller,0,0,New User
323,Jurgen,Schulz,Jurgen Schulz,0,0,New User
324,Jacques,Petit,Jacques Petit,1,0,Power User
325,John,Brown,John Brown,0,0,New User
326,Oscar,Brown,Oscar Brown,0,0,New User
327,Robert,Wilson,Robert Wilson,0,0,New User
328,Richard,Williams,Richard Williams,1,0,Power User
329,Noah,Jones,Noah Jones,0,1,Lapsed User
330,Pierre,Moreau,Pierre Moreau,0,0,New User
331,Thomas,Brown,Thomas Brown,0,1,Lapsed User
332,Noah,Jones,Noah Jones,1,0,Power User
333,Alain,Martin,Alain Martin,1,0,Power User
334,Peter,Wagner,Peter Wagner,0,1,Lapsed User
335,Harry,Thomas,Harry Thomas,0,0,New User
336,John,Moore,John Moore,1,1,Lapsed User
337,Uwe,Fischer,Uwe Fischer,0,0,New User
338,Hans,Becker,Hans Becker,1,1,Lapsed User
339,John,Moore,John Moore,0,0,New User
340,Hans,Schmidt,Hans Schmidt,0,0,New User
341,Charlie,Evans,Charlie Evans,1,0,Power User
342,Michael,Wilson,Michael Wilson,1,0,Power User
343,Charles,Jones,Charles Jones,0,0,New User
344,Jurgen,Schmidt,Jurgen Schmidt,0,0,New User
345,Noah,Taylor,Noah Taylor,1,0,Power User
346,Werner,Becker,Werner Becker,0,0,New User
347,Thomas,Brown,Thomas Brown,1,1,Lapsed User
348,Jack,Davies,Jack Davies,0,0,New User
349,Klaus,Weber,Klaus Weber,1,0,Power User
350,James,Miller,James Miller,0,0,New User
351,Jacques,Leroy,Jacques Leroy,0,0,New User
352,Jacques,Durand,Jacques Durand,1,0,Power User
353,Jurgen,Schulz,Jurgen Schulz,0,0,New User
354,Jurgen,Schneider,Jurgen Schneider,0,1,Lapsed User
355,James,Davis,James Davis,1,0,Power User
356,Fritz,Weber,Fritz Weber,0,0,New User
357,Muhammad,Smith,Muhammad Smith,0,0,New User
358,Oliver,Williams,Oliver Williams,1,1,Lapsed User
359,Jack,Jones,Jack Jones,0,0,New User
360,Jurgen,Wagner,Jurgen Wagner,1,0,Power User
361,Werner,Schneider,Werner Schneider,0,0,New User
362,Jacques,Moreau,Jacques Moreau,0,1,Lapsed User
363,Peter,Wagner,Peter Wagner,0,0,New User
364,Philippe,Dubois,Philippe Dubois,0,0,New User
365,Uwe,Schmidt,Uwe Schmidt,0,0,New User
366,Oliver,Smith,Oliver Smith,1,0,Power User
367,Jacques,Martin,Jacques Martin,0,0,New User
368,Richard,Davis,Richard Davis,0,1,Lapsed User
369,Hans,Muller,Hans Muller,0,0,New User
370,Werner,Fischer,Werner Fischer,1,0,Power User
371,Joseph,Taylor,Joseph Taylor,0,0,New User
372,James,Smith,James Smith,1,0,Power User
373,Klaus,Schneider,Klaus Schneider,1,0,Power User
374,Noah,Smith,Noah Smith,1,0,Power User
375,Jacques,Richard,Jacques Richard,0,1,Lapsed User
376,Charlie,Taylor,Charlie Taylor,0,0,New User
377,Fritz,Becker,Fritz Becker,0,0,New User
378,Hans,Muller,Hans Muller,0,0,New User
379,Luc,Petit,Luc Petit,1,0,Power User
380,Charlie,Smith,Charlie Smith,1,0,Power User
381,Michael,Wilson,Michael Wilson,1,0,Power User
382,Uwe,Schulz,Uwe Schulz,1,0,Power User
383,Jack,Taylor,Jack Taylor,1,0,Power User
384,Fritz,Wagner,Fritz Wagner,0,0,New User
385,Richard,Moore,Richard Moore,0,0,New User
386,Luc,Dubois,Luc Dubois,0,0,New User
387,Harry,Brown,Harry Brown,1,0,Power User
388,Alain,Robert,Alain Robert,0,0,New User
389,Werner,Fischer,Werner Fischer,0,1,Lapsed User
390,Jurgen,Wagner,Jurgen Wagner,1,1,Lapsed User
391,Alain,Petit,Alain Petit,1,1,Lapsed User
392,Jacques,Richard,Jacques Richard,1,0,Power User
393,Oscar,Williams,Oscar Williams,1,0,Power User
394,Jacob,Taylor,Jacob Taylor,0,0,New User
395,Jurgen,Wagner,Jurgen Wagner,1,0,Power User
396,Oscar,Williams,Oscar Williams,1,0,Power User
397,Fritz,Wagner,Fritz Wagner,0,0,New User
398,Thomas,Roberts,Thomas Roberts,0,0,New User
399,Jacques,Martin,Jacques Martin,1,0,Power User
400,Muhammad,Davies,Muhammad Davies,1,0,Power User
401,Charles,Williams,Charles Williams,0,0,New User
402,Thomas,Roberts,Thomas Roberts,1,0,Power User
403,Alain,Dubois,Alain Dubois,0,0,New User
404,Pierre,Leroy,Pierre Leroy,1,1,Lapsed User
405,Henri,Robert,Henri Robert,0,0,New User
406,Gunter,Schneider,Gunter Schneider,1,0,Power User
407,Henri,Petit,Henri Petit,1,1,Lapsed User
408,Jean,Petit,Jean Petit,0,0,New User
409,Oscar,Wilson,Oscar Wilson,1,0,Power User
410,Harry,Taylor,Harry Taylor,0,0,New User
411,Thomas,Moore,Thomas Moore,0,0,New User
412,David,Miller,David Miller,0,0,New User
413,Michel,Thomas,Michel Thomas,1,1,Lapsed User
414,Robert,Miller,Robert Miller,0,0,New User
415,Robert,Williams,Robert Williams,1,0,Power User
416,Muhammad,Wilson,Muhammad Wilson,0,0,New User
417,Jurgen,Becker,Jurgen Becker,0,0,New User
418,Joseph,Miller,Joseph Miller,0,0,New User
419,Thomas,Thomas,Thomas Thomas,1,0,Power User
420,Thomas,Miller,Thomas Miller,0,0,New User
421,James,Taylor,James Taylor,0,1,Lapsed User
422,William,Smith,William Smith,0,1,Lapsed User
423,Michel,Richard,Michel Richard,0,0,New User
424,Noah,Roberts,Noah Roberts,1,0,Power User
425,Pierre,Petit,Pierre Petit,1,0,Power User
426,Jacob,Roberts,Jacob Roberts,1,0,Power User
427,Gunter,Weber,Gunter Weber,0,0,New User
428,Heinz,Meyer,Heinz Meyer,1,0,Power User
429,Joseph,Davis,Joseph Davis,0,0,New User
430,Klaus,Meyer,Klaus Meyer,1,1,Lapsed User
431,John,Johnson,John Johnson,0,0,New User
432,Hans,Meyer,Hans Meyer,0,0,New User
433,Philippe,Martin,Philippe Martin,0,0,New User
434,Jack,Roberts,Jack Roberts,0,0,New User
435,Andre,Richard,Andre Richard,0,0,New User
436,Klaus,Becker,Klaus Becker,0,0,New User
437,David,Jones,David Jones,1,1,Lapsed User
438,Alain,Durand,Alain Durand,0,0,New User
439,David,Miller,David Miller,0,0,New User
440,Werner,Meyer,Werner Meyer,0,1,Lapsed User
441,Thomas,Williams,Thomas Williams,0,0,New User
442,Francois,Robert,Francois Robert,0,0,New User
443,Alain,Petit,Alain Petit,0,1,Lapsed User
444,Noah,Brown,Noah Brown,1,0,Power User
445,Fritz,Muller,Fritz Muller,1,0,Power User
446,Francois,Robert,Francois Robert,0,0,New User
447,Muhammad,Wilson,Muhammad Wilson,0,0,New User
448,Henri,Durand,Henri Durand,0,0,New User
449,Hans,Muller,Hans Muller,1,0,Power User
450,Jean,Richard,Jean Richard,0,0,New User
451,Michel,Thomas,Michel Thomas,1,0,Power User
452,Pierre,Richard,Pierre Richard,1,0,Power User
453,Michael,Brown,Michael Brown,0,0,New User
454,David,Williams,David Williams,1,1,Lapsed User
455,James,Brown,James Brown,0,0,New User
456,Peter,Schulz,Peter Schulz,0,0,New User
457,Michael,Taylor,Michael Taylor,1,0,Power User
458,Werner,Schneider,Werner Schneider,0,0,New User
459,Hans,Schulz,Hans Schulz,1,0,Power User
460,Harry,Wilson,Harry Wilson,0,1,Lapsed User
461,Charles,Miller,Charles Miller,0,0,New User
462,John,Brown,John Brown,1,0,Power User
463,Alain,Moreau,Alain Moreau,1,0,Power User
464,William,Moore,William Moore,0,0,New User
465,Philippe,Martin,Philippe Martin,0,1,Lapsed User
466,Alain,Martin,Alain Martin,1,0,Power User
467,Jacques,Robert,Jacques Robert,0,0,New User
468,Michael,Taylor,Michael Taylor,0,0,New User
469,Pierre,Thomas,Pierre Thomas,0,0,New User
470,David,Smith,David Smith,1,0,Power User
471,Noah,Evans,Noah Evans,0,0,New User
472,James,Taylor,James Taylor,0,0,New User
473,Alain,Durand,Alain Durand,1,1,Lapsed User
474,Michael,Jones,Michael Jones,1,0,Power User
475,James,Taylor,James Taylor,0,0,New User
476,Uwe,Wagner,Uwe Wagner,0,0,New User
477,Uwe,Hoffmann,Uwe Hoffmann,1,1,Lapsed User
478,Heinz,Schulz,Heinz Schulz,1,0,Power User
479,John,Wilson,John Wilson,1,1,Lapsed User
480,Noah,Davies,Noah Davies,0,0,New User
481,Hans,Wagner,Hans Wagner,1,0,Power User
482,Gunter,Muller,Gunter Muller,1,0,Power User
483,Werner,Schmidt,Werner Schmidt,0,0,New User
484,David,Williams,David Williams,0,0,New User
485,Wolfgang,Muller,Wolfgang Muller,0,0,New User
486,Fritz,Hoffmann,Fritz Hoffmann,0,0,New User
487,Richard,Wilson,Richard Wilson,0,0,New User
488,Andre,Petit,Andre Petit,0,0,New User
489,Noah,Brown,Noah Brown,0,0,New User
490,Jurgen,Schmidt,Jurgen Schmidt,1,0,Power User
491,Jack,Williams,Jack Williams,0,0,New User
492,Jack,Taylor,Jack Taylor,1,0,Power User
493,David,Miller,David Miller,1,0,Power User
494,Gunter,Becker,Gunter Becker,1,0,Power User
495,Francois,Martin,Francois Martin,1,1,Lapsed User
496,Henri,Robert,Henri Robert,1,0,Power User
497,Jack,Jones,Jack Jones,1,0,Power User
498,Oliver,Jones,Oliver Jones,0,0,New User
499,James,Williams,James Williams,1,1,Lapsed User
500,James,Brown,James Brown,1,1,Lapsed User
501,Klaus,Schmidt,Klaus Schmidt,0,0,New User
502,Thomas,Jones,Thomas Jones,0,0,New User
503,Jacques,Durand,Jacques Durand,0,0,New User
504,Jacob,Jones,Jacob Jones,0,0,New User
505,Peter,Weber,Peter Weber,0,0,New User
506,Klaus,Schulz,Klaus Schulz,1,0,Power User
507,Michael,Smith,Michael Smith,0,0,New User
508,Pierre,Leroy,Pierre Leroy,0,0,New User
509,Charles,Miller,Charles Miller,0,0,New User
510,Muhammad,Davies,Muhammad Davies,1,0,Power User
511,Charles,Johnson,Charles Johnson,1,0,Power User
512,Thomas,Williams,Thomas Williams,1,0,Power User
513,Oscar,Evans,Oscar Evans,0,0,New User
514,Alain,Robert,Alain Robert,1,0,Power User
515,Francois,Dubois,Francois Dubois,1,0,Power User
516,Michael,Johnson,Michael Johnson,0,0,New User
517,Alain,Moreau,Alain Moreau,0,1,Lapsed User
518,Charles,Taylor,Charles Taylor,1,0,Power User
519,Andre,Leroy,Andre Leroy,0,0,New User
520,Muhammad,Wilson,Muhammad Wilson,1,0,Power User
521,Robert,Davis,Robert Davis,1,0,Power User
522,Luc,Durand,Luc Durand,1,0,Power User
523,Pierre,Bernard,Pierre Bernard,0,1,Lapsed User
524,Jean,Leroy,Jean Leroy,0,0,New User
